8.2A|COMMERCIAL CODE — LEASES|||2|FORMATION AND CONSTRUCTION OF LEASE CONTRACT|||||||§ 8.2A-219|Risk of loss.|<p>(1) Except in the case of a finance lease, risk of loss is retained by the lessor and does not pass to the lessee. In the case of a finance lease, risk of loss passes to the lessee.</p><p>(2) Subject to the provisions of this Title on the effect of default on risk of loss (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-220/'>8.2A-220</a>), if risk of loss is to pass to the lessee and the time of passage is not stated, the following rules apply:</p><p>(a) If the lease contract requires or authorizes the goods to be shipped by carrier</p><p>(i) and it does not require delivery at a particular destination, the risk of loss passes to the lessee when the goods are duly delivered to the carrier; but</p><p>(ii) if it does require delivery at a particular destination and the goods are there duly tendered while in the possession of the carrier, the risk of loss passes to the lessee when the goods are there duly so tendered as to enable the lessee to take delivery.</p><p>(b) If the goods are held by a bailee to be delivered without being moved, the risk of loss passes to the lessee on acknowledgment by the bailee of the lessee's right to possession of the goods.</p><p>(c) In any case not within subdivision (a) or (b) of this subsection, the risk of loss passes to the lessee on the lessee's receipt of the goods if the lessor, or, in the case of a finance lease, the supplier, is a merchant; otherwise the risk passes to the lessee on tender of delivery.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||2|FORMATION AND CONSTRUCTION OF LEASE CONTRACT|||||||§ 8.2A-220|Effect of default on risk of loss.|<p>(1) Where risk of loss is to pass to the lessee and the time of passage is not stated:</p><p>(a) If a tender or delivery of goods so fails to conform to the lease contract as to give a right of rejection, the risk of their loss remains with the lessor, or, in the case of a finance lease, the supplier, until cure or acceptance.</p><p>(b) If the lessee rightfully revokes acceptance, he or she, to the extent of any deficiency in his or her effective insurance coverage, may treat the risk of loss as having remained with the lessor from the beginning.</p><p>(2) Whether or not risk of loss is to pass to the lessee, if the lessee as to conforming goods already identified to a lease contract repudiates or is otherwise in default under the lease contract, the lessor, or, in the case of a finance lease, the supplier, to the extent of any deficiency in his or her effective insurance coverage may treat the risk of loss as resting on the lessee for a commercially reasonable time.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||2|FORMATION AND CONSTRUCTION OF LEASE CONTRACT|||||||§ 8.2A-221|Casualty to identified goods.|<p>If a lease contract requires goods identified when the lease contract is made, and the goods suffer casualty without fault of the lessee, the lessor or the supplier before delivery, or the goods suffer casualty before risk of loss passes to the lessee pursuant to the lease agreement or § <a href='http://law.lis.virginia.gov/vacode/8.2A-219/'>8.2A-219</a>, then if:</p><p>(a) The loss is total, the lease contract is avoided; and</p><p>(b) The loss is partial or the goods have so deteriorated as to no longer conform to the lease contract, the lessee may nevertheless demand inspection and at his or her option either treat the lease contract as avoided or, except in a finance lease that is not a consumer lease, accept the goods with due allowance from the rent payable for the balance of the lease term for the deterioration or the deficiency in quantity but without further right against the lessor.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-301|Enforceability of lease contract.|<p>Except as otherwise provided in this title, a lease contract is effective and enforceable according to its terms between the parties, against purchasers of the goods and against creditors of the parties.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-302|Title to and possession of goods.|<p>Except as otherwise provided in this title, each provision of this Article applies whether the lessor or a third party has title to the goods, and whether the lessor, the lessee, or a third party has possession of the goods, notwithstanding any statute or rule of law that possession or the absence of possession is fraudulent.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-303|Alienability of party's interest under lease contract or of lessor's residual interest in goods; delegation of performance; transfer of rights.|<p>(1) As used in this section, "creation of a security interest" includes the sale of a lease contract that is subject to Title 8.9A, Secured Transactions, by reason of subdivision (a) (3) of § <a href='http://law.lis.virginia.gov/vacode/8.9A-109/'>8.9A-109</a>.</p><p>(2) Except as provided in subsection (3) of this section and § <a href='http://law.lis.virginia.gov/vacode/8.9A-407/'>8.9A-407</a>, a provision in a lease agreement which (i) prohibits the voluntary or involuntary transfer, including a transfer by sale, sublease, creation or enforcement of a security interest, or attachment, levy, or other judicial process, of an interest of a party under the lease contract or of the lessor's residual interest in the goods, or (ii) makes such a transfer an event of default, gives rise to the rights and remedies provided in subsection (4) of this section, but a transfer that is prohibited or is an event of default under the lease agreement is otherwise effective.</p><p>(3) A provision in a lease agreement which (i) prohibits a transfer of a right to damages for default with respect to the whole lease contract or of a right to payment arising out of the transferor's due performance of the transferor's entire obligation, or (ii) makes such a transfer an event of default, is not enforceable, and such a transfer is not a transfer that materially impairs the prospect of obtaining return performance by, materially changes the duty of, or materially increases the burden or risk imposed on, the other party to the lease contract within the purview of subsection (4) of this section.</p><p>(4) Subject to subsection (3) of this section and § <a href='http://law.lis.virginia.gov/vacode/8.9A-407/'>8.9A-407</a>:</p><p>(a) If a transfer is made which is made an event of default under a lease agreement, the party to the lease contract not making the transfer, unless that party waives the default or otherwise agrees, has the rights and remedies described in subsection (2) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-501/'>8.2A-501</a>;</p><p>(b) Subdivision (a) of this subsection is not applicable and if a transfer is made that (i) is prohibited under a lease agreement or (ii) materially impairs the prospect of obtaining return performance by, materially changes the duty of, or materially increases the burden or risk imposed on, the other party to the lease contract, unless the party not making the transfer agrees at any time to the transfer in the lease contract or otherwise, then, except as limited by contract, (i) the transferor is liable to the party not making the transfer for damages caused by the transfer to the extent that the damages could not reasonably be prevented by the party not making the transfer and (ii) a court having jurisdiction may grant other appropriate relief, including cancellation of the lease contract or an injunction against the transfer.</p><p>(5) A transfer of "the lease" or of "all my rights under the lease," or a transfer in similar general terms, is a transfer of rights and, unless the language or the circumstances, as in a transfer for security, indicate the contrary, the transfer is a delegation of duties by the transfer to the transferee. Acceptance by the transferee constitutes a promise by the transferee to perform those duties. The promise is enforceable by either the transfer or the other party to the lease contract.</p><p>(6) Unless otherwise agreed by the lessor and the lessee, a delegation of performance does not relieve the transferor as against the other party of any duty to perform or of any liability for default.</p><p>(7) In a consumer lease, to prohibit the transfer of an interest of a party under the lease contract or to make a transfer an event of default, the language shall be specific, by a writing, and conspicuous.</p><p>1991, c. 536; 2000, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP1007'>1007</a>.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-304|Subsequent lease of goods by lessor.|<p>(1) Subject to § <a href='http://law.lis.virginia.gov/vacode/8.2A-303/'>8.2A-303</a>, a subsequent lessee from a lessor of goods under an existing lease contract obtains, to the extent of the leasehold interest transferred, the leasehold interest in the goods that the lessor had or had power to transfer, and except as provided in subsection (2) of this section and subsection (4) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-527/'>8.2A-527</a>, takes subject to the existing lease contract. A lessor with voidable title has power to transfer a good leasehold interest to a good faith subsequent lessee for value, but only to the extent set forth in the preceding sentence. If goods have been delivered under a transaction of purchase the lessor has that power even though:</p><p>(a) The lessor's transferor was deceived as to the identity of the lessor;</p><p>(b) The delivery was in exchange for a check which is later dishonored;</p><p>(c) It was agreed that the transaction was to be a "cash sale"; or</p><p>(d) The delivery was procured through fraud punishable as larcenous under the criminal law.</p><p>(2) A subsequent lessee in the ordinary course of business from a lessor who is a merchant dealing in goods of that kind to whom the goods were entrusted by the existing lessee of that lessor before the interest of the subsequent lessee became enforceable against that lessor obtains, to the extent of the leasehold interest transferred, all of that lessor's and the existing lessee's rights to the goods, and takes free of the existing lease contract.</p><p>(3) A subsequent lessee from the lessor of goods that are subject to an existing lease contract and are covered by a certificate of title issued under a statute of this Commonwealth or of another jurisdiction takes no greater rights than those provided both by this section and by the certificate of title statute.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-305|Sale or sublease of goods by lessee.|<p>(1) Subject to the provisions of § <a href='http://law.lis.virginia.gov/vacode/8.2A-303/'>8.2A-303</a>, a buyer or sublessee from the lessee of goods under an existing lease contract obtains, to the extent of the interest transferred, the leasehold interest in the goods that the lessee had or had power to transfer, and except as provided in subsection (2) of this section and subsection (4) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-511/'>8.2A-511</a>, takes subject to the existing lease contract. A lessee with a voidable leasehold interest has power to transfer a good leasehold interest to a good faith buyer for value or a good faith sublessee for value, but only to the extent set forth in the preceding sentence. When goods have been delivered under a transaction of lease the lessee has that power even though:</p><p>(a) The lessor was deceived as to the identity of the lessee;</p><p>(b) The delivery was in exchange for a check which is later dishonored; or</p><p>(c) The delivery was procured through fraud punishable as larcenous under the criminal law.</p><p>(2) A buyer in the ordinary course of business or a sublessee in the ordinary course of business from a lessee who is a merchant dealing in goods of that kind to whom the goods were entrusted by the lessor obtains, to the extent of the interest transferred, all of the lessor's and lessee's rights to the goods, and takes free of the existing lease contract.</p><p>(3) A buyer or sublessee from the lessee of goods that are subject to an existing lease contract and are covered by a certificate of title issued under a statute of this Commonwealth or of another jurisdiction takes no greater rights than those provided both by this section and by the certificate of title statute.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-306|Priority of certain liens arising by operation of law.|<p>If a person in the ordinary course of his or her business furnishes services or materials with respect to goods subject to a lease contract, a lien upon those goods in the possession of that person given by statute or rule of law for those materials or services takes priority over any interest of the lessor or lessee under the lease contract or this title unless the lien is created by statute and the statute provides otherwise or unless the lien is created by rule of law and the rule of law provides otherwise.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-307|Priority of liens arising by attachment or levy on, security interests in, and other claims to goods.|<p>(1) Except as otherwise provided in § <a href='http://law.lis.virginia.gov/vacode/8.2A-306/'>8.2A-306</a>, a creditor of a lessee takes subject to the lease contract.</p><p>(2) Except as otherwise provided in subsection (3) of this section and in §§ <a href='http://law.lis.virginia.gov/vacode/8.2A-306/'>8.2A-306</a> and <a href='http://law.lis.virginia.gov/vacode/8.2A-308/'>8.2A-308</a>, a creditor of a lessor takes subject to the lease contract unless the creditor holds a lien that attached to the goods before the lease contract became enforceable.</p><p>(3) Except as otherwise provided in §§ <a href='http://law.lis.virginia.gov/vacode/8.9A-317/'>8.9A-317</a>, <a href='http://law.lis.virginia.gov/vacode/8.9A-321/'>8.9A-321</a>, and <a href='http://law.lis.virginia.gov/vacode/8.9A-323/'>8.9A-323</a>, a lessee takes a leasehold interest subject to a security interest held by a creditor of the lessor.</p><p>1991, c. 536; 2000, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP1007'>1007</a>.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-308|Special rights of creditors.|<p>(1) A creditor of a lessor in possession of goods subject to a lease contract may treat the lease contract as void if as against the creditor retention of possession by the lessor is fraudulent under any statute or rule of law, but retention of possession in good faith and current course of trade by the lessor for a commercially reasonable time after the lease contract becomes enforceable is not fraudulent.</p><p>(2) Nothing in this title impairs the rights of creditors of a lessor if the lease contract (a) becomes enforceable, not in current course of trade but in satisfaction of or as security for a pre-existing claim for money, security, or the like, and (b) is made under circumstances which under any statute or rule of law apart from this title would constitute the transaction a fraudulent transfer or voidable preference.</p><p>(3) A creditor of a seller may treat a sale or an identification of goods to a contract for sale as void if as against the creditor retention of possession by the seller is fraudulent under any statute or rule of law, but retention of possession of the goods pursuant to a lease contract entered into by the seller as lessee and the buyer as lessor in connection with the sale or identification of the goods is not fraudulent if the buyer bought for value and in good faith.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-309|Lessor's and lessee's rights when goods become fixtures.|<p>(1) In this section:</p><p>(a) Goods are "fixtures" when they become so related to particular real estate that an interest in them arises under real estate law;</p><p>(b) A "fixture filing" is the filing, in the office where a record of a mortgage on the real estate would be filed or recorded, of a financing statement covering goods that are or are to become fixtures and conforming to the requirements of subdivisions (a) and (b) of § <a href='http://law.lis.virginia.gov/vacode/8.9A-502/'>8.9A-502</a>;</p><p>(c) A lease is a "purchase money lease" unless the lessee has possession or use of the goods or the right to possession or use of the goods before the lease agreement is enforceable;</p><p>(d) A mortgage is a "construction mortgage" to the extent it secures an obligation incurred for the construction of an improvement on land including the acquisition cost of the land, if the recorded writing so indicates; and</p><p>(e) "Encumbrance" includes real estate mortgages and other liens on real estate and all other rights in real estate that are not ownership interests.</p><p>(2) Under this title a lease may be of goods that are fixtures or may continue in goods that become fixtures, but no lease exists under this title of ordinary building materials incorporated into an improvement on land.</p><p>(3) This title does not prevent creation of a lease of fixtures pursuant to real estate law.</p><p>(4) The perfected interest of a lessor of fixtures has priority over a conflicting interest of an encumbrancer or owner of the real estate if:</p><p>(a) The lease is a purchase money lease, the conflicting interest of the encumbrancer or owner arises before the goods become fixtures, the interest of the lessor is perfected by a fixture filing before the goods become fixtures or within ten days thereafter, and the lessee has an interest of record in the real estate or is in possession of the real estate; or</p><p>(b) The interest of the lessor is perfected by a fixture filing before the interest of the encumbrancer or owner is of record, the lessor's interest has priority over any conflicting interest of a predecessor in title of the encumbrancer or owner, and the lessee has an interest of record in the real estate or is in possession of the real estate.</p><p>(5) The interest of a lessor of fixtures, whether or not perfected, has priority over the conflicting interest of an encumbrancer or owner of the real estate if:</p><p>(a) The fixtures are readily removable factory or office machines, readily removable equipment that is not primarily used or leased for use in the operation of the real estate, or readily removable replacements of domestic appliances that are goods subject to a consumer lease, and before the goods become fixtures the lease contract is enforceable;</p><p>(b) The conflicting interest is a lien on the real estate obtained by legal or equitable proceedings after the lease contract is enforceable;</p><p>(c) The encumbrancer or owner has consented in writing to the lease or has disclaimed an interest in the goods as fixtures; or</p><p>(d) The lessee has a right to remove the goods as against the encumbrancer or owner. If the lessee's right to remove terminates, the priority of the interest of the lessor continues for a reasonable time.</p><p>(6) Notwithstanding subdivision (4) (a) of this section, but otherwise subject to subsections (4) and (5) of this section, the interest of a lessor of fixtures, including the lessor's residual interest, is subordinate to the conflicting interest of an encumbrancer of the real estate under a construction mortgage recorded before the goods become fixtures if the goods become fixtures before the completion of the construction. To the extent given to refinance a construction mortgage, the conflicting interest of an encumbrancer of the real estate under a mortgage has this priority to the same extent as the encumbrancer of the real estate under the construction mortgage.</p><p>(7) In cases not within the preceding subsections, priority between the interest of a lessor of fixtures, including the lessor's residual interest, and the conflicting interest of an encumbrancer or owner of the real estate who is not the lessee is determined by the priority rules governing conflicting interests in real estate.</p><p>(8) If the interest of a lessor of fixtures, including the lessor's residual interest, has priority over all conflicting interests of all owners and encumbrancers of the real estate, the lessor or the lessee may (i) on default, expiration, termination, or cancellation of the lease agreement but subject to the lease agreement and this title, or (ii) if necessary to enforce other rights and remedies of the lessor or lessee under this title, remove the goods from the real estate, free and clear of all conflicting interests of all owners and encumbrancers of the real estate, but the lessor or lessee must reimburse any encumbrancer or owner of the real estate who is not the lessee and who has not otherwise agreed for the cost of repair of any physical injury, but not for any diminution in value of the real estate caused by the absence of the goods removed or by any necessity of replacing them. A person entitled to reimbursement may refuse permission to remove until the party seeking removal gives adequate security for the performance of this obligation.</p><p>(9) Even though the lease agreement does not create a security interest, the interest of a lessor of fixtures, including the lessor's residual interest, is perfected by filing a financing statement as a fixture filing for leased goods that are or are to become fixtures in accordance with the relevant provisions of the title on secured transactions (Title 8.9A).</p><p>1991, c. 536; 2000, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP1007'>1007</a>.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-310|Lessor's and lessee's rights when goods become accessions.|<p>(1) Goods are "accessions" when they are installed in or affixed to other goods.</p><p>(2) The interest of a lessor or a lessee under a lease contract entered into before the goods became accessions is superior to all interests in the whole except as stated in subsection (4) of this section.</p><p>(3) The interest of a lessor or a lessee under a lease contract entered into at the time or after the goods became accessions is superior to all subsequently acquired interests in the whole except as stated in subsection (4) of this section but is subordinate to interests in the whole existing at the time the lease contract was made unless the holders of such interests in the whole have in writing consented to the lease or disclaimed an interest in the goods as part of the whole.</p><p>(4) The interest of a lessor or a lessee under a lease contract described in subsection (2) or (3) of this section is subordinate to the interest of:</p><p>(a) A buyer in the ordinary course of business or a lessee in the ordinary course of business of any interest in the whole acquired after the goods became accessions; or</p><p>(b) A creditor with a security interest in the whole perfected before the lease contract was made to the extent that the creditor makes subsequent advances without knowledge of the lease contract.</p><p>(5) When under subsections (2) or (3) and (4) of this section a lessor or a lessee of accessions holds an interest that is superior to all interests in the whole, the lessor or the lessee may (a) on default, expiration, termination, or cancellation of the lease contract by the other party but subject to the provisions of the lease contract and this title, or (b) if necessary to enforce his or her other rights and remedies under this title, remove the goods from the whole, free and clear of all interests in the whole, but he or she shall reimburse any holder of an interest in the whole who is not the lessee and who has not otherwise agreed for the cost of repair of any physical injury but not for any diminution in value of the whole caused by the absence of the goods removed or by any necessity for replacing them. A person entitled to reimbursement may refuse permission to remove until the party seeking removal gives adequate security for the performance of this obligation.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||3|EFFECT OF LEASE CONTRACT|||||||§ 8.2A-311|Priority subject to subordination.|<p>Nothing in this title prevents subordination by agreement by any person entitled to priority.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||4|PERFORMANCE OF LEASE CONTRACT; REPUDIATED, SUBSTITUTED AND EXCUSED|||||||§ 8.2A-401|Insecurity: adequate assurance of performance.|<p>(1) A lease contract imposes an obligation on each party that the other's expectation of receiving due performance will not be impaired.</p><p>(2) If reasonable grounds for insecurity arise with respect to the performance of either party, the insecure party may demand in writing adequate assurance of due performance. Until the insecure party receives that assurance, if commercially reasonable the insecure party may suspend any performance for which he or she has not already received the agreed return.</p><p>(3) A repudiation of the lease contract occurs if assurance of due performance adequate under the circumstances of the particular case is not provided to the insecure party within a reasonable time, not to exceed thirty days after receipt of a demand by the other party.</p><p>(4) Between merchants, the reasonableness of grounds for insecurity and the adequacy of any assurance offered shall be determined according to commercial standards.</p><p>(5) Acceptance of any nonconforming delivery or payment does not prejudice the aggrieved party's right to demand adequate assurance of future performance.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||4|PERFORMANCE OF LEASE CONTRACT; REPUDIATED, SUBSTITUTED AND EXCUSED|||||||§ 8.2A-402|Anticipatory repudiation.|<p>If either party repudiates a lease contract with respect to a performance not yet due under the lease contract, the loss of which performance will substantially impair the value of the lease contract to the other, the aggrieved party may:</p><p>(a) For a commercially reasonable time, await retraction of repudiation and performance by the repudiating party;</p><p>(b) Make demand pursuant to § <a href='http://law.lis.virginia.gov/vacode/8.2A-401/'>8.2A-401</a> and await assurance of future performance adequate under the circumstances of the particular case; or</p><p>(c) Resort to any right or remedy upon default under the lease contract or this title, even though the aggrieved party has notified the repudiating party that the aggrieved party would await the repudiating party's performance and assurance and has urged retraction. In addition, whether or not the aggrieved party is pursuing one of the foregoing remedies, the aggrieved party may suspend performance or, if the aggrieved party is the lessor, proceed in accordance with the provisions of this title on the lessor's right to identify goods to the lease contract notwithstanding default or to salvage unfinished goods (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-524/'>8.2A-524</a>).</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||4|PERFORMANCE OF LEASE CONTRACT; REPUDIATED, SUBSTITUTED AND EXCUSED|||||||§ 8.2A-403|Retraction of anticipatory repudiation.|<p>(1) Until the repudiating party's next performance is due, the repudiating party can retract the repudiation unless, since the repudiation, the aggrieved party has cancelled the lease contract or materially changed the aggrieved party's position or otherwise indicated that the aggrieved party considers the repudiation final.</p><p>(2) Retraction may be by any method that clearly indicates to the aggrieved party that the repudiating party intends to perform under the lease contract and includes any assurance demanded under § <a href='http://law.lis.virginia.gov/vacode/8.2A-401/'>8.2A-401</a>.</p><p>(3) Retraction reinstates a repudiating party's rights under a lease contract with due excuse and allowance to the aggrieved party for any delay occasioned by the repudiation.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||4|PERFORMANCE OF LEASE CONTRACT; REPUDIATED, SUBSTITUTED AND EXCUSED|||||||§ 8.2A-404|Substituted performance.|<p>(1) If without fault of the lessee, the lessor and the supplier, the agreed berthing, loading, or unloading facilities fail or the agreed type of carrier becomes unavailable or the agreed manner of delivery otherwise becomes commercially impracticable, but a commercially reasonable substitute is available, the substitute performance shall be tendered and accepted.</p><p>(2) If the agreed means or manner of payment fails because of domestic or foreign governmental regulation:</p><p>(a) The lessor may withhold or stop delivery or cause the supplier to withhold or stop delivery unless the lessee provides a means or manner of payment that is commercially a substantial equivalent; and</p><p>(b) If delivery has already been taken, payment by the means or in the manner provided by the regulation discharges the lessee's obligation unless the regulation is discriminatory, oppressive, or predatory.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||4|PERFORMANCE OF LEASE CONTRACT; REPUDIATED, SUBSTITUTED AND EXCUSED|||||||§ 8.2A-405|Excused performance.|<p>Subject to § <a href='http://law.lis.virginia.gov/vacode/8.2A-404/'>8.2A-404</a> on substituted performance, the following rules apply:</p><p>(a) Delay in delivery or nondelivery in whole or in part by a lessor or a supplier who complies with subdivision (b) and (c) of this section is not a default under the lease contract if performance as agreed has been made impracticable by the occurrence of a contingency the non-occurrence of which was a basic assumption on which the lease contract was made or by compliance in good faith with any applicable foreign or domestic governmental regulation or order, whether or not the regulation or order later proves to be invalid.</p><p>(b) If the causes mentioned in subdivision (a) of this section affect only part of the lessor's or the supplier's capacity to perform, the lessor or supplier shall allocate production and deliveries among his customers but at his option may include regular customers not then under contract for sale or lease as well as his own requirements for further manufacture. The lessor or supplier may so allocate in any manner that is fair and reasonable.</p><p>(c) The lessor seasonably shall notify the lessee and in the case of a finance lease the supplier seasonably shall notify the lessor and the lessee, if known, that there will be delay or nondelivery and, if allocation is required under subdivision (b) of this section, of the estimated quota thus made available for the lessee.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||4|PERFORMANCE OF LEASE CONTRACT; REPUDIATED, SUBSTITUTED AND EXCUSED|||||||§ 8.2A-406|Procedure on excused performance.|<p>(1) If the lessee receives notification of a material or indefinite delay or an allocation justified under § <a href='http://law.lis.virginia.gov/vacode/8.2A-405/'>8.2A-405</a>, the lessee may by written notification to the lessor as to any goods involved, and with respect to all of the goods if under an installment lease contract the value of the whole lease contract is substantially impaired (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-510/'>8.2A-510</a>):</p><p>(a) Terminate the lease contract (pursuant to subsection (2) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-505/'>8.2A-505</a>; or</p><p>(b) Except in a finance lease that is not a consumer lease, modify the lease contract by accepting the available quota in substitution, with due allowance from the rent payable for the balance of the lease term for the deficiency but without further right against the lessor.</p><p>(2) If, after receipt of a notification from the lessor under § <a href='http://law.lis.virginia.gov/vacode/8.2A-405/'>8.2A-405</a>, the lessee fails so to modify the lease agreement within a reasonable time not exceeding thirty days, the lease contract lapses with respect to any deliveries affected.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||4|PERFORMANCE OF LEASE CONTRACT; REPUDIATED, SUBSTITUTED AND EXCUSED|||||||§ 8.2A-407|Irrevocable promises: finance leases.|<p>(1) In the case of a finance lease that is not a consumer lease the lessee's promises under the lease contract become irrevocable and independent upon the lessee's acceptance of the goods.</p><p>(2) A promise that has become irrevocable and independent under subsection (1) of this section is:</p><p>(a) Effective and enforceable between the parties, and by or against third parties including assignees of the parties; and</p><p>(b) Not subject to cancellation, termination, modification, repudiation, excuse, or substitution without the consent of the party to whom the promise runs.</p><p>(3) This section does not affect the validity under any other law or a covenant in any lease contract making the lessee's promises acceptance of the goods.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||A|IN GENERAL|||§ 8.2A-501|Default; procedure.|<p>(1) Whether the lessor or the lessee is in default under a lease contract is determined by the lease agreement and this title.</p><p>(2) If the lessor or the lessee is in default under the lease contract, the party seeking enforcement has rights and remedies as provided in this title and, except as limited by this title, as provided in the lease agreement.</p><p>(3) If the lessor or the lessee is in default under the lease contract, the party seeking enforcement may reduce the party's claim to judgment, or otherwise enforce the lease contract by self-help or any available judicial procedure or nonjudicial procedure, including administrative proceeding, arbitration, or the like, in accordance with this title.</p><p>(4) Except as otherwise provided in subsection (a) of § <a href='http://law.lis.virginia.gov/vacode/8.1A-305/'>8.1A-305</a> or this title or the lease agreement, the rights and remedies referred to in subsections (2) and (3) of this section are cumulative.</p><p>(5) If the lease agreement covers both real property and goods, the party seeking enforcement may proceed under this part as to the goods, or under other applicable law as to both the real property and the goods in accordance with that party's rights and remedies in respect of the real property, in which case this part does not apply.</p><p>1991, c. 536; 2003, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP0353'>353</a>.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||A|IN GENERAL|||§ 8.2A-502|Notice after default.|<p>Except as otherwise provided in this title or the lease agreement, the lessor or lessee in default under the lease contract is not entitled to notice of default or notice of enforcement from the other party to the lease agreement.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||A|IN GENERAL|||§ 8.2A-503|Modification or impairment of rights and remedies.|<p>(1) Except as otherwise provided in this title, the lease agreement may include rights and remedies for default in addition to or in substitution for those provided in this title and may limit or alter the measure of damages recoverable under this title.</p><p>(2) Resort to a remedy provided under this title or in the lease agreement is optional unless the remedy is expressly agreed to be exclusive. If circumstances cause an exclusive or limited remedy to fail of its essential purpose, or provision for an exclusive remedy is unconscionable, remedy may be had as provided in this title.</p><p>(3) Consequential damages may be liquidated under § <a href='http://law.lis.virginia.gov/vacode/8.2A-504/'>8.2A-504</a>, or may otherwise be limited, altered, or excluded unless the limitation, alteration, or exclusion is unconscionable. Limitation, alteration, or exclusion of consequential damages for injury to the person in the case of consumer goods is prima facie unconscionable but limitation, alteration or exclusion of damages where the loss is commercial is not prima facie unconscionable.</p><p>(4) Rights and remedies on default by the lessor or the lessee with respect to any obligation or promise collateral or ancillary to the lease contract are not impaired by this title.</p><p>1991, c. 536.</p>
