21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||1|SOIL CONSERVATION DISTRICTS LAW [Repealed]|||||§§ 21-1 through 21-112.21|Repealed.|<p>Repealed by Acts 1988, c. 891.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|Sanitation Districts Law of 1938 — Tidal Waters|8|PROHIBITIONS AND PENALTIES|||§ 21-222|Discharge of sewage from vessel while afloat, etc.|<p>No violation of any provision of this article shall be deemed to occur by reason of the discharge of sewage from any boat or vessel while afloat or on a marine railway or in dry dock.</p><p>1938, p. 528; Michie Code 1942, § 1560ccc.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|Sanitation Districts Law of 1938 — Tidal Waters|8|PROHIBITIONS AND PENALTIES|||§ 21-223|Punishment of violations.|<p>Any person violating any provision of this chapter shall be guilty of a misdemeanor and upon conviction shall be punished accordingly.</p><p>1938, c. 530; Michie Code 1942, § 1560iii.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|1|General Provisions|||§ 21-224|Short title.|<p>This chapter may be known, designated and cited as the "Sanitation Districts Law of Nineteen Hundred and Forty-Six."</p><p>1946, p. 346; Michie Suppl. 1946, § 1560iii1.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|1|General Provisions|||§ 21-225|Definitions.|<p>Wherever used or referred to in this chapter, unless a different meaning clearly appears from the context:</p><p>(1) The term "district" means a sanitation district created and existing pursuant to §§ <a href='http://law.lis.virginia.gov/vacode/21-228/'>21-228</a> to <a href='http://law.lis.virginia.gov/vacode/21-236/'>21-236</a> or heretofore or hereafter created by a special act of the General Assembly for the purpose of taking advantage of the provisions of this chapter;</p><p>(2) The term "commission," except where the context requires reference to the board or commission mentioned and provided for in § <a href='http://law.lis.virginia.gov/vacode/21-238/'>21-238</a>, means the body corporate or politic comprising a district and its inhabitants created and existing pursuant to § <a href='http://law.lis.virginia.gov/vacode/21-237/'>21-237</a>;</p><p>(3) The term "chairman" means the chairman of a commission;</p><p>(4) The term "sewage disposal system" or "facilities," used in relation to a commission, means the sewers, conduits, pipelines, pumping and ventilating stations, treatment plants and works, and other plants, structures, boats, conveyances and other real and personal property operated by the commission for the purposes of the commission;</p><p>(5) The term "waters of the district" means all well defined rivers, creeks or other watercourses or streams within the district, provided they are not "tidal waters of the district" as that term is defined in the sanitation districts law of 1938;</p><p>(6) The term "industrial wastes" means liquid or other wastes resulting from any processes of industry, manufacture, trade or business or from the development of any natural resource;</p><p>(7) The term "sewage" means the water-carried wastes created in and carried, or to be carried, away from residences, hotels, schools, hospitals, industrial establishments, commercial establishments or any other private or public building, together with such surface or ground water and industrial wastes as may be present;</p><p>(8) The term "pollution" means the condition of water resulting from any of the following acts:</p><p>(a) Unreasonably contaminating such water;</p><p>(b) Rendering such water unclean or impure;</p><p>(c) Rendering such water directly or indirectly injurious to public health, or unfit for public use;</p><p>(d) Rendering such water harmful for cattle, stock or other animals;</p><p>(e) Rendering such water unfit for commercial use;</p><p>(9) The term "construct" includes construct, reconstruct, replace, improve and repair;</p><p>(10) The term "person" includes an individual, partnership, association, or corporation;</p><p>(11) The term "governing body" shall mean the board of supervisors, board of county commissioners, council or other local legislative body, board, commission, or other legislative authority having charge of the finances of any county, city or town;</p><p>(12) The term "town" means an incorporated town;</p><p>(13) The term "county" means a county exclusive of that portion thereof lying within the boundaries of an incorporated town.</p><p>1946, p. 347; Michie Suppl. 1946, § 1560iii2.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|1|General Provisions|||§ 21-226|Ordering and conduct of elections.|<p>Every order made pursuant to this chapter requiring the opening of a poll and the taking of the sense of the qualified voters of a district or proposed sanitation district on a question shall designate the question and a date for holding such election not less than thirty days from the date of such order, and may be directed as writs of election are directed for an election district, or to fill a vacancy in the General Assembly or in Congress. It shall be the duty of the regular election officers of the counties and cities in whole or in part embraced within the district or proposed sanitation district to cause to be printed and distributed in the manner prescribed by law for printing and distributing other ballots the proper number of ballots which shall be separate from any other ballots. The ballots shall set forth the question designated in such order and shall be in substantially the following form:</p><p>(Here shall appear the question designated in the order)</p><p>[ ] YES</p><p>[ ] NO</p><p>To vote "Yes" on the question, place a checkmark (&#x2713;) or cross (+ or &#x2717;) in the space opposite the word "Yes"; to vote "No" on the question, place a checkmark (&#x2713;) or cross (+ or &#x2717;) in the space opposite the word "No."</p><p>The regular election officers, at the time designated in such order, shall open the polls at the various voting places in the district or proposed sanitation district and at any other voting places at which any qualified voter of the district or proposed sanitation district is entitled to vote, and shall conduct such election and close the polls in such manner as is provided by law in other elections. The ballots shall be counted and returns made and canvassed and the results ascertained and made known as in other elections, and the results certified by the commissioners of election to the Secretary of the Commonwealth, all in such manner as to show the respective numbers of affirmative and negative votes cast at the election. The Secretary of the Commonwealth shall record and tabulate the reports of the commissioners of election and shall certify the result of the election to the court which made the order authorizing and requiring such election.</p><p>1946, p. 364; Michie Suppl. 1946, § 1560iii25.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|1|General Provisions|||§ 21-227|Court proceedings.|<p>Wherever in this chapter the circuit court of any county, or the corporation court of any city, is authorized to accept any petitions or papers, make any order, hold any hearing, hear, consider and determine any question or do any other act or thing, such court, or a judge thereof in vacation, may do and perform the same.</p><p>1946, p. 365; Michie Suppl. 1946, § 1560iii26.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-228|Territory which may be embraced in district.|<p>Any integral body of territory within which are situated rivers, creeks or other watercourses or streams, not affected by ebb and flow of the tide, and none of which are embraced within any other sanitation district may, under the conditions and upon the taking and completion of the proceedings provided in this article, be created a sanitation district. Every part of the boundary of such a sanitation district shall either (1) coincide with the boundary of a county, city or town or (2) bisect a county, city or town, or (3) be located within one mile of the boundary of a county, city or town, or (4) consist of a straight line connecting two points each of which lies upon a boundary of one of the three types hereinabove described.</p><p>1946, p. 348; Michie Suppl. 1946, § 1560iii3.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-229|Notice of hearing on petition for creation.|<p>Upon the presentation of a petition complying with the requirements of this article, praying for the creation of a sanitation district, fixing the boundaries thereof and naming the counties, cities and towns which in whole or in part are to be embraced therein, the circuit court of any such county, or of any county in which any such town is situated, or the corporation court of any such city shall make an order filing such petition and fixing a day for a hearing by such court on such petition and the question of the creation of the proposed sanitation district. Such order shall direct notice of such hearing to be given by publication once a week for at least three consecutive weeks beginning at least twenty-eight days prior to the day of such hearing in some newspaper or newspapers, named in such order, having general circulation in the proposed sanitation district. Such notice shall set forth the petition as filed, but need not set forth the signatures or exhibits thereto, and shall state the time and place of hearing and that at such hearing all persons desiring to controvert the allegations of such petition or question the conformity thereof to this article will be heard and all objections to the creation of the proposed sanitation district considered.</p><p>1946, p. 348; Michie Suppl. 1946, § 1560iii3.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-230|Contents of petition.|<p>Every such petition shall pray for the creation of the proposed sanitation district, and set forth the name of the proposed sanitation district (which shall include the words "sanitation district"), shall fix the boundaries thereof, shall name the cities and counties and towns which are in whole or in part to be embraced therein and shall contain an allegation (1) that the proposed sanitation district includes within its territorial limits watercourses or streams which are polluted, (2) that no part of the proposed sanitation district is within the territorial limits of an existing sanitation district, (3) that the proposed sanitation district is an integral whole and does not completely surround any territory not included in the proposed or some existing sanitation district, (4) that the creation of the proposed sanitation district in accordance with this chapter will provide a means for abating or preventing the pollution of waters of the proposed sanitation district and will benefit all the property within the proposed sanitation district, (5) that the creation of the proposed sanitation district has been approved by the State Health Commissioner as providing a practical means for abating or preventing the pollution of the waters of the proposed sanitation district, (6) that the petition has been approved and the prayer thereof joined in by each city, county and town which is in whole or in part embraced within the proposed sanitation district, expressed by resolution adopted by the vote of a majority of the governing body thereof.</p><p>1946, p. 348; Michie Suppl. 1946, § 1560iii3.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-231|Signatures on petition.|<p>Every such petition shall be signed by not less than 100 qualified voters of the proposed sanitation district, including not less than 25 qualified voters of each city and county and town in whole or in part embraced within the proposed sanitation district.</p><p>1946, p. 349; Michie Suppl. 1946, § 1560iii3.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-232|Hearing and determination; ordering election.|<p>Any person interested may answer the petition and make defense thereto and at such hearing all persons interested or desiring to controvert the allegations of the petition or question the conformity thereof to this article or object to the creation of the proposed sanitation district shall be heard. If upon such hearing the court shall not be satisfied that the allegations of the petition are sustained and that the petition conforms to the provisions of this article, it shall make an order denying and dismissing the petition. If upon such hearing the court shall be satisfied that the allegations of the petition are sustained and that the petition conforms to the provisions of this article and that all of the property in the proposed sanitation district will be benefited by the creation of the proposed sanitation district and that the public interest will be served and the public health protected by such creation, it shall make an order determining such matters and requiring the opening of a poll and the taking of the sense of the qualified voters of the proposed sanitation district in accordance with § <a href='http://law.lis.virginia.gov/vacode/21-226/'>21-226</a> on the question of the creation of the proposed sanitation district. The question so submitted shall be "Do you favor the creation of the........… (inserting name of the proposed sanitation district stated in the said petition)?"</p><p>1946, p. 349; Michie Suppl. 1946, § 1560iii3.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-233|Order when election favors establishment.|<p>If upon the certificate of the result of the said election made by the Secretary of the Commonwealth to such court it shall appear that a majority of the qualified voters of the proposed sanitation district voting at the election shall have voted "yes" and in favor of the creation of the proposed sanitation district, the court shall make and enter of record an order stating such result, and thereupon the territory defined in the petition, less such parts thereof as shall be excluded pursuant to the provisions of § <a href='http://law.lis.virginia.gov/vacode/21-234/'>21-234</a> shall be and constitute a sanitation district for all the purposes of this chapter, known and designated by the name stated in the petition.</p><p>1946, p. 349; Michie Suppl. 1946, § 1560iii3.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-234|Exclusion from district of county, city or town voting against establishment.|<p>If upon the certification of the results of the election provided for in § <a href='http://law.lis.virginia.gov/vacode/21-233/'>21-233</a> it shall appear that a majority of the qualified voters of the portion of any county, or of any city or of any town voting on the question at the election, shall have voted "no" against the creation of the proposed sanitation district, then the territory included within the limits of such county or of such city, or of such town, shall be excluded from, and shall not constitute a part of such district.</p><p>1946, p. 349; Michie Suppl. 1946, § 1560iii3.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-235|Approval of State Health Commissioner.|<p>The State Health Commissioner is authorized, upon being satisfied that the creation of a proposed sanitation district will provide a practical means for abating or preventing the pollution of the waters of the proposed sanitation district, to approve, as above referred to, the creation of the proposed sanitation district.</p><p>1946, p. 349; Michie Suppl. 1946, § 1560iii3.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-236|Governing bodies may adopt resolutions.|<p>The governing body of each city and county and town is authorized, in its discretion, to adopt resolutions, as above referred to, approving and joining in the prayer of petitions for the creation of a proposed sanitation district.</p><p>1946, p. 350; Michie Suppl. 1946, § 1560iii3.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-237|Creation.|<p>In and for each district heretofore or hereafter created pursuant to this chapter or pursuant to a special act of the General Assembly, a commission is hereby created as a body corporate, invested with the rights, powers and authority and charged with the duties set forth in this chapter. The commission shall be known by the name of the district, except that the word "commission" shall be substituted for the word "district." Except as a special act creating the district shall otherwise provide, the commission shall consist of seven members, residents of the district, appointed by the State Health Commissioner, in the manner hereinafter provided, who shall notify each governing body immediately after such appointments. Representation on the commission shall be apportioned among the political segments of the district on a population basis so far as it may be practical to do so; but each political segment, however, shall be entitled to at least one representative on the commission; and all appointments thereto shall be made by the State Health Commissioner from a list of not less than one nor more than five names furnished to him by the respective governing bodies of each political segment of the district. Except as a special act creating the district shall otherwise provide, in making the original appointments, one of the members shall be appointed for a term of one year, two for a term of two years, two for a term of three years, and two for terms of four years each; subsequent appointments shall be made for a term of four years, except appointments to fill vacancies which shall be for the unexpired terms. Members of the commission shall hold office until their successors have been duly appointed and qualified.</p><p>1946, p. 350; Michie Suppl. 1946, § 1560iii4.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-238|Officers of commission.|<p>The commission, at its organization meeting and thereafter at its first meeting in each calendar year, shall elect one of the members of the commission, chairman thereof. The commission under such rules as it may adopt, may elect one of its members vice-chairman, and may appoint a secretary, or secretary-treasurer, who shall not be a member of the commission; in the event that the commission appoints a secretary-treasurer, his compensation shall be fixed by the commission.</p><p>1946, p. 350; Michie Suppl. 1946, § 1560iii4.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-239|Compensation and expenses of members.|<p>The members of the commission, including the chairman, shall receive no salary, but shall be paid their necessary traveling and other expenses incurred in attendance upon meetings of the commission or while otherwise engaged in the discharge of their duties under this chapter, and the sum of $10 per diem for each day or portion thereof in which they are engaged in the performance of such duties, but the total of such per diem compensation so received by any member during any one year shall not exceed $300.</p><p>1946, p. 350; Michie Suppl. 1946, § 1560iii4.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-240|Meetings.|<p>Regular meetings of the commission shall be held at least once every month at such time and place as the commission shall from time to time prescribe. Special meetings of the commission shall be held upon one day's mailed notice, or actual notice otherwise given, to each member of the commission upon call of the chairman or of any two members of the commission, at such time and at such place within the district as such notice may specify, or at such other time and place with or without notice as all of the members of the commission may expressly approve.</p><p>1946, p. 350; Michie Suppl. 1946, § 1560iii4.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-241|Quorum.|<p>Four members of the commission shall constitute a quorum, and the vote of four members of the commission shall be necessary to take any action.</p><p>1946, p. 351; Michie Suppl. 1946, § 1560iii4.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-242|Suspension or removal of members.|<p>Members of the commission may be suspended or removed by the State Health Commissioner at his pleasure.</p><p>1946, p. 352; Michie Suppl. 1946, § 1560iii4.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-243|Oath and bond of members.|<p>Each member of the commission shall, before entering upon the discharge of his duties under this chapter, take and subscribe the oath of office required by Article II, Section 7 of the Constitution of Virginia, and give bond payable to the Commonwealth of Virginia in form approved by the Attorney General, in such penalty as shall be fixed from time to time by the State Health Commissioner, with some surety or guaranty company duly authorized to do business in Virginia and approved by the State Health Commissioner, as security, conditioned upon the faithful discharge of his duties. The premium of such bonds shall be paid by the commission and the bonds shall be filed with and preserved by the Comptroller.</p><p>1946, p. 351; Michie Suppl. 1946, § 1560iii4; 1971, Ex. Sess., c. 1.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-244|Repealed.|<p>Repealed by Acts 1970, c. 463.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-245|Manner of letting contracts.|<p>All contracts, except in cases of emergency, over $5,000 that the commission may let for construction or materials shall be let after public advertising. The commission shall advertise for bids for the work or materials at least ten days prior to the letting of any contracts therefor. The advertisement shall state the place where bidders may examine the plans and specifications and the time and place where bids for the work or materials will be opened. Each bidder shall accompany his bid with a certified check payable to the commission, for a reasonable sum to be fixed by the commission, as a guarantee that if the contract is awarded to him, he will enter into a contract with the commission for doing the work or furnishing the materials. The contract shall be let to the lowest responsible bidder, and the successful bidder shall give bond or other security for the faithful performance of the contract, in such form and amount as the chairman may require. The commission is authorized to reject any and all bids. In the event that all bids are rejected, the commission shall advertise for new bids as in the first instance. All such bids and contracts shall be public records. The commission is authorized, in its discretion, to do any and all such work by force account.</p><p>1946, p. 351; Michie Suppl. 1946, § 1560iii4.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-246|How power of eminent domain exercised.|<p>The powers of condemnation or eminent domain conferred on the commission by this chapter shall be exercised by the commission under the same conditions and provisions and in accordance with the same procedure as in the case of the exercise of similar powers by the boards of supervisors of counties or the councils of cities or towns so far as they can be applied to the same.</p><p>1946, p. 351; Michie Suppl. 1946, § 1560iii4.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-247|County, city or town not liable for act of commission.|<p>No pecuniary liability of any kind shall be imposed upon any county, city or town constituting any part of any district because of any act, agreement, contract, tort, malfeasance, misfeasance, or nonfeasance, by or on the part of the commission of such district, or any member of such commission, or its agents, servants and employees, except as otherwise provided in this chapter with reference to contracts and agreements between the commission and any such county, city or town.</p><p>1946, p. 352; Michie Suppl. 1946, § 1560iii4.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-248|Enumeration of powers of commission.|<p>Every commission shall have the following powers:</p><p>1. To adopt and have a common seal and to alter the same at pleasure;</p><p>2. To sue and to be sued;</p><p>3. In the name of the commission and on its behalf, to acquire, hold and dispose of its fees, rents and charges and other revenues;</p><p>4. In the name of the commission but for the cities, counties and towns in whole or in part embraced within the district, to acquire, hold, and dispose of other personal property for the purposes of the commission;</p><p>5. In the name of the commission but for the cities, counties and towns in whole or in part embraced within the district, to acquire by purchase, gift, condemnation or otherwise, real property or rights or easements therein, necessary or convenient for the purposes of the commission, subject to mortgages, deeds of trust, or other liens or otherwise, and to hold and to use the same, and to dispose of property so acquired no longer necessary for the purposes of the commission; provided that the right of condemnation granted herein shall be subject to the same provisions as are provided in § <a href='http://law.lis.virginia.gov/vacode/25.1-102/'>25.1-102</a> concerning the condemnation of any property belonging to a corporation possessing the power of eminent domain by another public service corporation;</p><p>6. To borrow money for the purposes of the commission and to issue therefor its bonds, and to provide for and secure the payment of its bonds and the rights of the holders thereof, and to fund or refund its bonds by the issuance of bonds hereunder;</p><p>7. To accept gifts or grants or real or personal property, money, material, labor or supplies for the purposes of the commission and to make and perform such agreements and contracts as may be necessary or convenient in connection with the procuring or acceptance of such gifts or grants;</p><p>8. To enter on any lands, waters and premises for purpose of making surveys, borings, soundings and examinations for the purposes of the commission;</p><p>9. To make and enforce rules and regulations for the management and regulation of its business and affairs and for the use, maintenance and operation of its facilities and properties, and to amend the same;</p><p>10. To do and perform any acts and things authorized by this chapter under, through or by means of its own officers, agents and employees, or by contracts with any person; and</p><p>11. To execute any and all instruments and do and perform any and all acts or things necessary, convenient or desirable for the purposes of the commission or to carry out the powers expressly given in this chapter.</p><p>1946, p. 352; Michie Suppl. 1946, § 1560iii5; 2003, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP0940'>940</a>.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-249|Relief from pollution to be purpose of commission.|<p>The purposes of every commission shall be the relief of the waters of the district from pollution and the consequent improvement of conditions affecting the public health.</p><p>1946, p. 353; Michie Suppl. 1946, § 1560iii6.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-250|Acquisition and use of pipes, sewers, plants, stations, etc.|<p>Every commission is authorized and directed to acquire, in the name of the commission but for the cities, counties and towns in whole or in part embraced within the district, by purchase, gift, condemnation or otherwise, and, notwithstanding the provisions of any charter, ordinance or resolution of any county, city or town to the contrary, to construct, maintain, operate and use such trunk, intercepting and outlet sewers, conduits, pipelines, pumping and ventilating stations, treatment plants or works at such places, and such other plants, structures, boats and conveyances, as in the judgment of the commission will provide an effective and satisfactory method for promoting the purposes of the commission.</p><p>1946, p. 353; Michie Suppl. 1946, § 1560iii6.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-251|Collection from public sewage systems.|<p>The commission is authorized and directed when in the judgment of the commission its sewage disposal system, or part thereof, will permit, to collect from any and all public sewage systems within the district all sewage and treat and dispose of the same in such manner as to promote the purposes of the commission.</p><p>1946, p. 353; Michie Suppl. 1946, § 1560iii6.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-252|Use of public sewer and disposal facilities.|<p>In order to carry out and effectuate the purposes of the commission, every commission is authorized to enter upon and use and connect with any existing public drains, sewers, conduits, pipelines, pumping and ventilating stations and treatment plants or works or any other public property of a similar nature within the district, deemed proper by the commission in the exercise of the powers and performance of the duties set forth in this chapter, and, if deemed necessary by the commission, close off and seal outlets and outfalls therefrom. The commission shall not, however, take possession of any such treatment plant unless it acquires the same by purchase, condemnation or otherwise.</p><p>1946, p. 360; Michie Suppl. 1946, § 1560iii12.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-253|Use of public places.|<p>In order to carry out and effectuate the purposes of the commission, every commission is authorized to construct and operate its trunk, intercepting and outlet sewers, conduits and pipelines, along, over, under and in any streets, alleys, highways and other public places within the district. In so constructing its facilities, it shall see that the public use of such streets, alleys, highways and other public places is not unnecessarily interrupted or interfered with and that such streets, alleys, highways and other public places are restored to their former usefulness and condition within a reasonable time; to this end the commission shall cooperate with the Commonwealth Transportation Board and the appropriate officers of the respective counties, cities and towns having an interest in such matters.</p><p>1946, p. 360; Michie Suppl. 1946, § 1560iii13.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-254|Special contracts for disposal of sewage and other wastes.|<p>(a) Every commission is authorized to enter into contracts with the United States of America, or with any department, institution or agency thereof, on such terms and conditions as the commission may approve, providing for or relating to the treatment and disposal of sewage or industrial wastes of or originating in or on any reservation, property, institution, building or structure within the district owned or under the control of the United States of America, or any department, institution or agency thereof, by means of the sewage disposal system or such other facilities as the commission may determine to provide for such purpose, or in such other manner as such contract may provide.</p><p>(b) Every commission is authorized to provide, contract, operate and maintain facilities for the treatment and disposal of industrial wastes originating in the district, and to enter into contracts with any person, on such terms and conditions as the commission may approve, providing for or relating to the treatment and disposal of any such industrial wastes.</p><p>(c) Every commission is authorized to enter into contracts with any person owning or operating any sewer system within the district or engaged in treatment or disposing of sewage or industrial wastes originating in the district, on such terms and conditions as the commission may approve, providing for or relating to the treatment and disposal of any sewage or industrial wastes collected in such sewer system or by such person.</p><p>(d) Every commission is authorized to enter into contracts with the owner of property adjoining its district on such terms and conditions as such commission may approve, providing for or relating to the treatment and disposal of sewage or industrial wastes of or originating in or on such adjoining property by means of the sewage disposal system or such other facilities as such commission may determine to provide for such purpose, or in such other manner as such contract may provide.</p><p>1946, p. 361; Michie Suppl. 1946, § 1560iii18; 1968, c. 194.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-255|Approval of disposal methods.|<p>The method proposed to be used by a commission for treating and disposing of sewage and industrial wastes so as to prevent the pollution of the waters of the district, and any substantial change in such methods, shall, before being finally adopted or used by the commission, be approved by the State Health Commissioner as effective and satisfactory for the purpose intended.</p><p>1946, p. 360; Michie Suppl. 1946, § 1560iii14.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||4|SANITATION DISTRICTS LAW OF 1946 -- NONTIDAL WATERS|3|COMMISSION|||§ 21-256|Prohibition of sale or encumbrance of system.|<p>Neither the commission nor any of the counties, cities or towns in whole or in part embraced within the district shall have power to mortgage, pledge, encumber or otherwise dispose of any part of the sewage disposal system of a commission, except such part or parts thereof as may be no longer necessary for the purposes of the commission, whether the same shall originally have been acquired by such commission or by one of the counties, cities or towns. The provisions of this section shall be deemed to constitute a contract with the holders of bonds of the commission. The sewage disposal system of a commission shall be exempt from any and all liability which may be incurred by, or imposed upon, the commission, or any county, city or town, which, in whole or in part, constitutes any part of any district.</p><p>1946, p. 360; Michie Suppl. 1946, § 1560iii15.</p>
